-39.9631,74.8572,0.0
-38.0804,74.0807,0.0
-36.2882,73.1119,0.0
-34.4099,72.3598,0.0
-32.4494,71.8023,0.0
-30.5396,71.1053,0.0
-28.6061,70.464,0.0
-26.6554,69.8776,0.0
-24.6836,69.3639,0.0
-22.7772,68.6677,0.0
-20.8954,67.9032,0.0
-18.8863,67.5717,0.0
-17.0192,66.8304,0.0
-15.3443,65.7194,0.0
-14.2242,64.0193,0.0
-13.0553,62.3546,0.0
-11.7843,60.7762,0.0
-10.2331,59.462,0.0
-8.8431,57.9896,0.0
-7.41015,56.5793,0.0
-5.66523,55.5558,0.0
-3.79552,54.8079,0.0
-1.84564,54.3856,0.0
0.178748,54.5188,0.0
2.19379,54.4238,0.0
4.20732,54.344,0.0
6.2237,54.4655,0.0
8.07272,55.2608,0.0
9.83993,56.2659,0.0
11.537,57.3826,0.0
13.2178,58.5218,0.0
14.8411,59.731,0.0
16.3836,61.0421,0.0
18.0113,62.2513,0.0
19.5274,63.5807,0.0
20.8678,65.0996,0.0
22.3102,66.5257,0.0
23.978,67.6327,0.0
25.8847,68.3594,0.0
27.7949,69.1038,0.0
29.664,69.9628,0.0
31.4914,70.944,0.0
33.3915,71.8025,0.0
35.3544,72.4813,0.0
37.3713,72.9636,0.0
39.3899,73.3032,0.0

-46.4217,70.0642,0.0
-45.008,68.6427,0.0
-43.4742,67.345,0.0
-41.7146,66.3727,0.0
-40.0847,65.2144,0.0
-38.5702,63.8921,0.0
-36.8409,62.8687,0.0
-35.0055,62.0792,0.0
-33.0789,61.5046,0.0
-31.1414,60.9655,0.0
-29.2861,60.2147,0.0
-27.5044,59.285,0.0
-25.7365,58.3286,0.0
-24.2429,57.0275,0.0
-22.9556,55.4852,0.0
-21.4391,54.1707,0.0
-19.9685,52.8063,0.0
-18.5418,51.398,0.0
-17.1423,49.9657,0.0
-15.6372,48.6528,0.0
-14.079,47.4035,0.0
-12.7367,45.9312,0.0
-11.5197,44.3607,0.0
-10.3886,42.726,0.0
-9.2357,41.1071,0.0
-8.29096,39.3612,0.0
-7.3724,37.5937,0.0
-5.58987,36.7258,0.0
-3.65389,36.6983,0.0
-1.78971,37.4193,0.0
-0.243535,38.7562,0.0
1.71086,38.994,0.0
3.61179,38.6953,0.0
5.38551,37.9381,0.0
7.31149,37.7527,0.0
9.16105,38.2374,0.0
10.8478,39.4141,0.0
12.3173,40.9245,0.0
13.7755,42.4445,0.0
15.2532,43.9268,0.0
16.87,45.2131,0.0
18.5337,46.4096,0.0
20.2311,47.5357,0.0
21.8161,48.7805,0.0
23.334,50.0413,0.0
24.7894,51.3106,0.0
26.1011,52.6428,0.0
27.5011,53.9486,0.0
28.9949,55.2727,0.0
30.717,56.5963,0.0
32.3949,58.1246,0.0
33.9993,59.8266,0.0
35.5749,61.564,0.0
37.0938,63.2245,0.0
38.5212,64.6835,0.0
39.9241,65.8976,0.0
41.1741,66.9566,0.0
42.3244,68.0107,0.0
42.9345,69.4593,0.0
43.6798,70.9656,0.0

-61.601,45.5643,0.0
-59.6937,44.9696,0.0
-57.834,44.2525,0.0
-55.9507,43.5876,0.0
-54.0422,42.9849,0.0
-52.4029,41.8709,0.0
